Student ID,Level,Program,Preferred Learning Method,Preferred Study Time,Preferred Language for Learning Materials,Challenging Subject Areas,Preferred Content Platforms,Topics of Interest,Future Goals,Challenges,Suggestions,Introduction to Computer Systems (CMIS 2113),Programming Fundamentals (CMIS 2123),Data Structures and Algorithms (CMIS 2214),Operating Systems (CMIS 3114),Database Systems (CMIS 3122),Object-Oriented Programming (CMIS 3134),Advanced Software Engineering (CMIS 4114),Artificial Intelligence (CMIS 4123),Network Security (CMIS 4134),Basic Electronics (ELTN 2112),Circuit Analysis (ELTN 2232),Microprocessor Systems (ELTN 3113),Digital Electronics (ELTN 3133),Embedded Systems Design (ELTN 4114),Power Electronics (ELTN 4213),Foundations of Industrial Management (IMGT 2112),Operations Management (IMGT 3112),Strategic Management (IMGT 4016),Linear Algebra (MATH 2114),Numerical Methods (MATH 3114),Optimization Techniques (MATH 4114),Introduction to Probability and Statistics (STAT 2112),Statistical Inference (STAT 3112),Time Series Analysis (STAT 4114)
222740,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Auditory, Reading/Writing, Kinesthetic, Visual",Morning,"Tamil, Sinhala, English","Electronics, Computer Sciences, Industrial Management, Maths","edX, Books, Khan Academy","Robotics, Machine Learning, Data Science, AI",Entrepreneur,Motivation,Interactive Learning,Introduction to Computer Systems (CMIS 2113): A+,Programming Fundamentals (CMIS 2123): A,Data Structures and Algorithms (CMIS 2214): A+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): A,Circuit Analysis (ELTN 2232): A+,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): C-,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): B,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212937,Level 3,B.Sc. (General) Degree,Auditory,Evening,"Sinhala, English, Tamil","Computer Sciences, Industrial Management","Coursera, YouTube",Data Science,Entrepreneur,Time Management,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): E,Database Systems (CMIS 3122): A,Object-Oriented Programming (CMIS 3134): B,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): B+,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): B+,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): B+,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): B,Time Series Analysis (STAT 4114): None
202803,Level 4,B.Sc. (Special) Degree,"Kinesthetic, Visual, Auditory, Reading/Writing",Morning,"Sinhala, Tamil","Industrial Management, Computer Sciences","Khan Academy, Coursera, Udemy","Data Science, Machine Learning, Programming, AI, Robotics",Teacher,Resources,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): C-,Artificial Intelligence (CMIS 4123): B+,Network Security (CMIS 4134): E,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202248,Level 4,B.Sc. (Joint Major) Degree,"Kinesthetic, Auditory, Visual",Evening,"Sinhala, Tamil, English","Industrial Management, Computer Sciences","Udemy, Khan Academy","Programming, Data Science, Machine Learning",Teacher,Time Management,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): D,Artificial Intelligence (CMIS 4123): B+,Network Security (CMIS 4134): C,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): A+,Power Electronics (ELTN 4213): A+,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212566,Level 3,B.Sc. (Joint Major) Degree,Reading/Writing,Morning,"English, Sinhala, Tamil","Maths, Computer Sciences, Industrial Management, Electronics","Udemy, edX, Coursera","Programming, Machine Learning",Teacher,Resources,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): B+,Database Systems (CMIS 3122): A,Object-Oriented Programming (CMIS 3134): E,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): D,Digital Electronics (ELTN 3133): A+,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): D,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): C,Time Series Analysis (STAT 4114): None
212892,Level 3,B.Sc. (General) Degree,"Auditory, Reading/Writing, Kinesthetic",Morning,English,"Industrial Management, Computer Sciences, Statistics","Khan Academy, Books, edX, YouTube, Coursera, Udemy",Machine Learning,Teacher,Motivation,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): A,Object-Oriented Programming (CMIS 3134): B+,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): B+,Digital Electronics (ELTN 3133): E,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): B,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): C-,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): A,Time Series Analysis (STAT 4114): None
222544,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Reading/Writing, Kinesthetic",Evening,"Tamil, English","Statistics, Industrial Management, Computer Sciences","edX, Khan Academy, Books, Udemy","Programming, Robotics, Machine Learning, Data Science",Teacher,Time Management,Group Studies,Introduction to Computer Systems (CMIS 2113): D,Programming Fundamentals (CMIS 2123): B,Data Structures and Algorithms (CMIS 2214): B,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): C,Circuit Analysis (ELTN 2232): E,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): A+,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): B,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212592,Level 3,B.Sc. (Joint Major) Degree,Auditory,Morning,"Tamil, English","Statistics, Electronics","Udemy, Books, Khan Academy, edX","Programming, Robotics, Machine Learning, AI, Data Science",Software Engineer,Time Management,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): E,Database Systems (CMIS 3122): A+,Object-Oriented Programming (CMIS 3134): B,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): D,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): C,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): B,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): E,Time Series Analysis (STAT 4114): None
202568,Level 4,B.Sc. (Special) Degree,Reading/Writing,Evening,Sinhala,Statistics,"Books, YouTube, edX",Robotics,Researcher,Resources,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): C-,Power Electronics (ELTN 4213): A,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): D,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202551,Level 4,B.Sc. (Joint Major) Degree,"Kinesthetic, Reading/Writing, Auditory",Evening,"Sinhala, Tamil",Maths,"Udemy, Coursera, YouTube","AI, Data Science, Robotics, Machine Learning",Data Scientist,Understanding Concepts,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): C-,Power Electronics (ELTN 4213): C,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222601,Level 2,B.Sc. (Special/Joint Major/General) Degree,Reading/Writing,Evening,"Sinhala, Tamil, English",Maths,edX,"AI, Robotics, Data Science, Programming, Machine Learning",Data Scientist,Resources,Interactive Learning,Introduction to Computer Systems (CMIS 2113): C,Programming Fundamentals (CMIS 2123): B,Data Structures and Algorithms (CMIS 2214): B,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): B+,Circuit Analysis (ELTN 2232): B+,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): A,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): C-,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222273,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Reading/Writing, Kinesthetic, Auditory, Visual",Afternoon,"English, Tamil, Sinhala",Computer Sciences,"Books, Khan Academy","Machine Learning, Data Science, Programming, Robotics, AI",Data Scientist,Understanding Concepts,Online Courses,Introduction to Computer Systems (CMIS 2113): E,Programming Fundamentals (CMIS 2123): D,Data Structures and Algorithms (CMIS 2214): B,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): B+,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): B+,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): E,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): A,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202841,Level 4,B.Sc. (Special) Degree,Kinesthetic,Afternoon,"Tamil, English, Sinhala",Maths,Books,"Machine Learning, AI, Programming",Researcher,Motivation,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): C-,Artificial Intelligence (CMIS 4123): D,Network Security (CMIS 4134): D,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): A,Power Electronics (ELTN 4213): A,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202002,Level 4,B.Sc. (Special) Degree,"Visual, Reading/Writing",Morning,"English, Sinhala, Tamil","Maths, Industrial Management, Computer Sciences","Udemy, edX, YouTube, Khan Academy, Coursera, Books",Programming,Researcher,Time Management,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A+,Artificial Intelligence (CMIS 4123): D,Network Security (CMIS 4134): A+,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
